carID,price
89856,10669.93845984672
106581,23713.304188204373
80886,14221.095821654351
100174,16782.666618480158
81376,24335.86428803345
85391,10476.968627325532
82175,14803.850269673963
95250,14512.880081005625
85071,5072.302554465862
96210,17164.12454475306
80317,27110.457274113924
92731,21672.273757339997
107704,9054.25253872967
98302,7401.088807866138
107055,22154.856904672877
94621,42054.90722350078
91709,20066.563691420244
98193,46833.76349940805
76189,17324.797169833993
86871,13597.40747489638
102917,6991.761231397667
90923,28574.82693508494
101603,10849.59288676653
94196,20294.351577611527
85174,15984.058029787026
103370,12457.511925178189
107877,16757.172077896324
79567,14010.000909391218
90091,9347.271375110777
76169,13619.47143029174
98708,10869.598570019383
107347,21235.70844983635
89583,9265.511865470837
101591,11417.648439669752
92160,15532.473402597152
99676,11363.89944645448
85354,17657.301476736822
81900,11614.610287742673
80345,22336.038032095556
78509,31953.118730321094
100872,9442.023732966287
95087,28490.243161430557
86027,16043.152078702313
89135,14134.122514926088
80557,26101.351750487793
108092,21988.59139616468
102672,16388.248734258246
83022,8405.403888145325
78398,20220.223039012366
95889,29470.492767876185
81117,47443.507553966956
93730,18493.38437634058
101380,9643.561215800877
81772,26948.88262501202
85304,10916.363250861335
86107,5634.255392830587
88696,17060.69426877745
104350,20127.75406086294
87331,12619.715763073742
85206,15990.526686963181
107445,24869.919029822777
106539,28716.219668734437
98712,25932.347477631123
96875,13604.25750344965
108464,22097.01306172819
99890,7761.024020219647
87771,17074.2800423226
79442,21638.112635459664
84170,10776.009580788706
103045,14812.947236069158
101544,3546.0470166114765
77350,10617.681714153105
89225,14962.539836848438
79565,57482.561418964964
82849,10114.42743605965
94360,19276.057887208823
103040,6675.920339892004
105101,47116.02148001459
97077,11756.25086895833
98674,13226.663677418524
93447,28232.93168184927
84951,19313.596848076377
91953,10553.685937707267
102101,8286.144784178885
92604,31050.731918607682
89010,9463.309338969488
102729,9604.318831212478
88024,10978.214328780346
104367,11962.814717958177
101230,11028.108288437319
82524,19290.850714051907
95279,47330.7044384665
106098,12182.180902130536
89749,8550.689027350676
101277,6544.905978513693
108016,26739.128167697705
81259,25237.513541506618
97434,21568.41634154263
105289,27754.29427199076
103379,9861.812184982671
78317,31517.539426373845
104166,19548.845158778993
106660,33400.04102627472
107490,12036.620567736823
90684,14180.972853244668
90032,6513.284624931783
79481,19080.910498493762
102524,9131.106349612133
100778,17104.818632527793
77810,15116.630135239071
98979,13066.953648516797
76558,18927.78850642812
94550,21215.701291739533
107246,6008.4049746845685
77429,27080.30540883422
106105,12308.031827427147
105213,9451.839645617805
102747,14788.215017471457
104958,16885.966014698246
96036,17369.305723305355
92310,22469.436748241154
100837,6504.711780560507
82858,11223.156591851362
90119,10636.626525000498
77304,22648.230302574924
89011,11069.610397864244
84623,16832.09787792044
99665,22336.497872143656
100592,10004.453649474355
82623,10568.737784969697
92035,18474.868221580353
84305,10458.553997768944
92903,7689.97757438853
93398,19848.05412752946
108067,18959.743836035796
85062,7962.462997764777
81727,37516.75509663818
95637,11018.943715074334
89690,8155.113016687052
83240,17595.391286550817
89711,8220.508467597785
96945,10438.90666437651
104924,23523.352638673674
79633,20093.045060224773
89582,4591.620008225691
98080,7527.2971301044
85992,6640.02425484258
86712,13080.410160551297
105767,13231.6340873289
100590,8803.070845843746
104574,16209.348004573296
97246,13379.023030368138
78141,19477.619268540173
91590,29416.333296300538
80767,14028.207550503072
100344,14807.72435421959
88987,20579.99570411719
96479,21055.80100572455
90598,8887.481866271337
83880,8273.044507788338
86802,15072.734552060941
103078,15864.104713452081
84736,9694.721280160742
84196,2365.841508709813
102062,10227.153148034822
90110,5794.911192486931
102907,11335.977300561453
81776,23955.25608944749
102431,6445.208975509455
80442,13958.853379924254
78656,27752.350155323318
78537,35364.69215964872
102511,7474.991076805245
93612,19384.346389665126
99284,7831.002139779584
96315,15746.373963874488
94305,32221.972078625327
100636,10974.543993365383
81816,15801.24433098644
100352,15653.942554041903
101476,10315.1040246318
93392,33037.11686133909
93995,22570.776368799918
94261,31909.259441883307
89117,15945.088563309606
86506,2241.5186219862644
88456,6795.035636662632
84134,10812.785807909822
81088,11386.568662771442
103960,11282.96338666811
84925,13663.507637670858
97306,10360.009465186566
83752,7606.975786555257
100696,3373.0411982401934
76472,11563.61081171938
101128,13103.797943937168
105932,14089.812062007268
86416,7268.087668921722
79616,26609.389619410053
83395,14499.05166986579
88734,10988.927339574071
106676,17872.18662569934
102442,10201.260014244237
88761,18530.066693930385
79708,28095.612545551216
96808,18627.518709395234
103755,10138.910188703732
86273,17716.13319515382
97635,27881.526934941372
80797,24275.893475278164
108000,17858.337305014822
95126,37773.99811693274
105187,32974.459940278786
81613,21469.677769743575
103906,6626.665560144969
105729,8101.85236724855
100637,16666.634955269375
82861,7966.7392446109225
107823,14957.372167460582
85274,14116.938691691397
88926,14293.165291839632
87871,10650.435468358542
97970,6909.9749720322325
98044,8245.297637025651
90277,7603.336990162242
85647,12846.487691775525
107447,17372.087072701437
79418,8036.307388086915
80383,27814.673246088445
79894,16810.489980219092
105875,7097.789641253691
86032,11405.750433252795
104423,16039.453418694931
78437,13989.706409594315
79480,17346.165216969326
89973,5472.833152117762
94007,29079.0865128138
93952,15687.86499815622
84548,2878.8146821154396
97885,11209.125284819444
86571,10428.468223883736
77839,37926.342700231755
102201,5301.138251457763
98731,7847.776490808321
82395,17332.072027771177
76816,33802.013861841566
97956,9630.520389539712
86012,13600.10794271253
106393,21388.237677130204
81832,27825.727832113236
82787,19383.217326130205
103974,6373.882801447174
100725,10740.440152707813
86552,6868.477946710938
80174,13460.021327224777
99189,15094.77572230129
102543,13359.861969851216
98518,14357.659027839889
100334,9294.827315394326
92673,20393.39624309435
88008,11799.695051678751
105207,25297.506201218785
106462,23633.283499747406
106106,16130.826302564226
79705,18224.512708826434
108193,17275.320783334355
