carID,pred,knn_price_mean,knn_price_std,neighbor_count
89856,9863.078579754358,11465.58,2953.168924655517,50
106581,24420.295041375284,23184.48,2817.925472573679,50
80886,14116.134767551057,15422.06,2634.8512672270826,50
100174,16806.279304660155,16514.98,2340.511643785153,50
81376,24138.09955760888,26820.24,3367.63941765548,50
85391,10579.03951855227,10618.06,863.6424385315099,50
82175,14976.52422541468,15310.52,1989.4599845697028,50
95250,15982.651418791065,15897.3,2543.5747643096033,50
85071,5103.786356726579,5244.88,1348.6869750741623,50
96210,17061.94832658535,16356.62,2007.4399870563136,50
80317,26882.218774296452,26400.68,2069.160328959256,50
92731,20556.511504533577,20972.82,2803.7942345678507,50
107704,11781.407012195123,12094.7,3852.6212929031335,50
98302,7413.181416797275,7682.46,559.4337227984041,50
107055,22359.558228938018,20950.38,2045.0834311607346,50
94621,42303.62124805307,45369.58,9847.429742541235,50
91709,18295.788544416293,20554.5,5046.492523100999,50
98193,47966.19653745644,35611.12,8147.0972811029515,50
76189,17359.214125362778,17030.56,1807.8516188886651,50
86871,13170.005760355165,11802.3,1295.041962128436,50
102917,6818.996451795615,6773.64,799.070882912378,50
90923,28355.621336886317,25939.98,3691.8503821918075,50
101603,10934.342743172223,10479.26,1066.8682532515054,50
94196,20906.535855064172,21385.22,2145.5060322184404,50
85174,15928.138393862235,15686.3,810.7396283011946,50
103370,12714.473270035878,11238.68,1835.5772315708277,50
107877,16289.128716440473,15346.98,1754.1285351875397,50
79567,14516.592270629986,15137.94,2457.703917754728,50
90091,9291.109553718567,9382.22,1499.6144714082825,50
76169,13946.689277666343,12919.52,2490.2429538058313,50
98708,11348.85276415884,11582.0,1488.838075925831,50
107347,21398.94298270649,24549.58,5320.177153295647,50
89583,9283.276610267274,11976.34,2689.4791515329903,50
101591,11435.262073311113,11603.66,1062.8928874557782,50
92160,16242.429867740866,16743.62,3156.1186178919324,50
99676,11266.05647790158,11734.48,859.7899420729437,50
85354,17959.001601443957,15038.62,2318.9185365561407,50
81900,11770.246919921745,11249.8,802.7861686981543,50
80345,22681.40884272099,21390.0,2237.8430759669145,50
78509,31317.520380910566,28575.96,3181.348949930594,50
100872,9640.223387821248,8049.84,1068.821291642989,50
95087,27747.41802221582,27698.94,4327.9467696847305,50
86027,16385.220638709303,16317.22,1123.3955504884034,50
89135,13170.618176545326,14189.28,2232.8663288358707,50
80557,26431.635027546105,26475.38,2329.410671638399,50
108092,20663.88815003104,20544.16,4193.090207005048,50
102672,16731.840308336963,16423.44,1963.1624441295774,50
83022,8813.017861808436,9423.14,1265.0358389696125,50
78398,20069.381486612638,20313.72,2307.749916065872,50
95889,29530.168077313887,28630.04,3711.0147683096393,50
81117,46002.39569082294,50366.78,6079.953441316095,50
93730,18883.862589605462,19635.0,2394.8211044771133,50
101380,9732.522853840761,9742.54,1018.9384674297871,50
81772,26793.153113377593,28163.16,2983.4277188276888,50
85304,11066.9961020115,10960.26,751.090630418221,50
86107,5927.614599282235,7202.5,2090.6442152345953,50
88696,16510.26152118954,15837.82,3241.361289297308,50
104350,19460.480901190993,21426.62,2788.5366719877306,50
87331,12765.666977628938,12965.38,1525.8681956880303,50
85206,16078.855851984345,15948.44,1040.5352068693755,50
107445,24999.299230759578,22116.62,2884.572552708067,50
106539,28235.312018430643,27855.66,2478.3757239328324,50
98712,21838.52823323642,20634.9,1677.9396166557535,50
96875,13812.352464338528,12094.82,1579.7857603394925,50
108464,22566.91447121057,20232.46,3385.9278486592907,50
99890,7946.566241748191,7483.4,761.174280775622,50
87771,17270.61909747509,16844.32,1504.9919308211372,50
79442,21143.360261293325,20028.46,2757.0995867070906,50
84170,10747.86385453943,10703.18,735.7441794204154,50
103045,14928.543174572105,14161.7,1343.0230786534974,50
101544,3791.8031050291265,4009.82,1330.1892099568822,50
77350,10837.110098648742,10968.34,972.483536611079,50
89225,14698.380230202263,14357.4,1043.5725139331405,50
79565,57467.37828858599,50219.56,5514.522663895058,50
82849,10314.451418144366,10455.72,766.0126295116997,50
94360,20519.240594209838,21253.56,3256.8692626947304,50
103040,6700.07739422604,7150.16,1016.8775609076793,50
105101,43955.705159776764,34465.22,7467.613238594008,50
97077,11874.249593908049,10649.1,1992.916837303595,50
98674,13571.563906357507,12757.36,1332.5971689501212,50
93447,29117.60318488417,30138.22,5413.672457881478,50
84951,20788.712776427466,22503.0,4915.572157201343,50
91953,10453.855523277545,10261.9,1511.8647257541238,50
102101,8499.385534457684,8605.46,830.7382802086837,50
92604,31362.46143260035,31487.18,2195.3480937320764,50
89010,9682.008377939488,10175.54,1840.4008570672524,50
102729,9572.445873844654,9619.5,1513.1753240204816,50
88024,10380.13786540118,9919.64,1292.7303451633377,50
104367,12099.082936590456,11391.76,994.7455537647272,50
101230,11039.639405580332,10551.32,1315.279056911886,50
82524,20259.813863853116,19010.2,2190.005703095733,50
95279,48036.1404694388,39648.98,6508.565920886921,50
106098,12207.324253232822,12480.84,1031.0613584544612,50
89749,8668.523203721787,8534.78,672.0173190795437,50
101277,6550.890377716736,6381.76,792.8880189612181,50
108016,26886.0990868219,28386.24,1954.9800203582643,50
81259,24762.512841136286,21996.32,3790.9232543009884,50
97434,21497.22767507882,19587.76,2355.1864396931055,50
105289,33599.6215540221,30255.72,8184.576979182447,50
103379,9907.926476229315,10784.08,1537.1267635907388,50
78317,31157.136681420336,30357.66,3514.3916976469477,50
104166,20276.680362792296,19899.44,2515.3921766692724,50
106660,32380.96148228601,27997.64,4574.867428702616,50
107490,12784.658797387357,11754.82,2539.5195808720696,50
90684,14151.870526273198,13927.02,957.3709853935775,50
90032,6583.887895741816,7387.92,949.4475265723145,50
79481,19402.741722026105,19980.26,2018.9411632874114,50
102524,9303.866406577647,9120.76,674.4143206652476,50
100778,17185.914240399936,16640.86,1862.5442113366528,50
77810,15170.478913155479,14246.74,2045.1264100444316,50
98979,13109.374080329633,13904.86,1550.8862247246946,50
76558,18816.22749144971,17915.14,2017.4741533887952,50
94550,21582.907541333065,22374.44,4113.62595980029,50
107246,6058.372944928274,5860.74,856.3955744864635,50
77429,24659.904009231053,25281.7,4490.125511858761,50
106105,12274.345909925636,12461.28,672.6955232040536,50
