carID,price
89856,9573.063076085042
106581,24061.451976729342
80886,14120.397122815266
100174,17057.5743513904
81376,23851.45850678405
85391,10401.944250922332
82175,14754.892877542046
95250,15892.660703967193
85071,4709.486792311429
96210,18755.351568351085
80317,27604.705738871246
92731,19833.367805179525
107704,10648.692077157511
98302,7208.025647166125
107055,23076.854626337088
94621,42327.76731550705
91709,23060.642120496523
98193,49054.791874389484
76189,17822.06395122379
86871,14476.601741805094
102917,6489.16048464218
90923,27019.825638576902
101603,10466.03860904085
94196,21040.352158532492
85174,15822.80108530663
103370,12690.601738359745
107877,16658.068090330136
79567,14555.71539214849
90091,9439.254182869046
76169,13776.567635976455
98708,10707.189298434634
107347,21883.732400361463
89583,9669.893173777973
101591,11964.151241122321
92160,16803.9248138994
99676,11915.162159670796
85354,17276.193317894715
81900,11808.997279406844
80345,21432.49075224619
78509,33614.31689181781
100872,8768.716874696256
95087,28451.1244851259
86027,16368.270350349787
89135,14347.397032317589
80557,26360.647333715082
108092,20713.8351306539
102672,16572.469787659964
83022,8159.6474365744725
78398,20118.989697051282
95889,29436.896823525025
81117,46414.95039185975
93730,18779.15082372351
101380,9893.94939648698
81772,26786.132092877313
85304,11123.873785491984
86107,6420.760873743489
88696,15948.281796945983
104350,19864.58110069187
87331,12814.484764899222
85206,16098.405503173475
107445,23467.654862573658
106539,28499.920959396688
98712,22494.907876741658
96875,13093.73344254495
108464,21954.369954824815
99890,7961.380672961892
87771,17999.44378714388
79442,21169.371146277103
84170,10950.784383835282
103045,15152.433281496826
101544,4108.172254850818
77350,10593.512491041389
89225,14419.214873616838
79565,54983.70462304905
82849,10806.741570224227
94360,20958.13428718188
103040,6763.495493279084
105101,40994.59851625077
97077,11873.957746229833
98674,12806.082166247483
93447,28207.82916433695
84951,19349.12737010001
91953,10250.331805606236
102101,8290.253891082019
92604,30640.884398077902
89010,9471.320586209793
102729,9297.195396520012
88024,11173.815945475031
104367,11593.347036617957
101230,10934.048436648203
82524,21339.356490677954
95279,48758.49140517374
106098,12105.880564043715
89749,8577.053008504829
101277,6704.821909072571
108016,26576.129111250237
81259,25877.45123889558
97434,21021.52218151125
105289,32451.058408467583
103379,10062.865197070405
78317,31109.745596513483
104166,19665.520331339256
106660,31535.345981628736
107490,11702.991828089946
90684,13879.784713720765
90032,6878.334004540463
79481,19519.66882389628
102524,9334.245463562851
100778,16719.555150204615
77810,14827.940035154186
98979,13432.65905769798
76558,19425.5344225561
94550,22528.197631025367
107246,6155.222591900022
77429,26012.86265793053
106105,12376.342436552453
105213,9625.044550557193
102747,11026.666232646026
104958,15650.856719562842
96036,17351.752477278864
92310,23299.309078594833
100837,6649.865826768759
82858,11119.450223615695
90119,10527.014161403164
77304,21756.797488607703
89011,11219.337102866197
84623,17024.906225284638
99665,22537.860683434043
100592,9905.256926551938
82623,10437.182153402739
92035,18255.950566280964
84305,10637.448183336914
92903,6950.888087797629
93398,20042.167779793028
108067,20887.1800899772
85062,8048.44267613267
81727,36977.02914283089
95637,10587.767824133292
89690,8264.067478438583
83240,17788.664685327938
89711,8273.862942144608
96945,10094.216593941652
104924,22928.346674966084
79633,19726.976514935242
89582,4904.818744480505
