carID,price
89856,8782.79072357201
106581,24216.708083137833
80886,13887.163241976792
100174,17032.540742762234
81376,23005.452726761185
85391,10372.728094362606
82175,14513.541740070303
95250,16590.138628750006
85071,5011.507005527532
96210,18321.544283209572
80317,28002.703829801176
92731,20250.788956286848
107704,10931.652910900963
98302,7213.3659235882105
107055,23068.04374050255
94621,39725.53967113734
91709,21954.11638972409
98193,48319.8882211776
76189,17407.455173314316
86871,13926.571996881117
102917,6629.800313179853
90923,27640.23745784994
101603,10386.804757560561
94196,21587.634625451792
85174,15895.476946329221
103370,12753.540890725748
107877,16600.37661463029
79567,14918.654083459427
90091,9223.101597258035
76169,13353.84368136405
98708,11237.582465245529
107347,22057.140984596026
89583,9616.827048662804
101591,11640.045309133404
92160,16138.946025969732
99676,11903.438517191238
85354,17629.203231808486
81900,11723.075296641502
80345,21765.62004554955
78509,33317.070138363844
100872,8451.319234047776
95087,27803.37155681666
86027,16297.395246187692
89135,14547.061538019683
80557,26834.353375505034
108092,21025.319125607206
102672,16787.97363595102
83022,8524.40058350224
78398,20167.005985775115
95889,29518.51525083723
81117,47255.72415026057
93730,18796.17527300986
101380,9972.293293038258
81772,26594.91451123482
85304,10995.602022224597
86107,6326.561044352637
88696,16068.095809952294
104350,19945.970313051643
87331,12658.782145187239
85206,15958.242850643841
107445,23447.119780341396
106539,29308.75311752267
98712,23401.673280817777
96875,13090.696918694994
108464,22012.744067854812
99890,7790.557294429671
87771,17102.623552382694
79442,20697.721261951046
84170,11022.720586062376
103045,14972.706798326812
101544,3876.444381211655
77350,10847.58610806207
89225,14444.316812166044
79565,53730.54115145587
82849,10872.299646937572
94360,21784.52423444062
103040,6843.824062200517
105101,44496.282277344246
97077,12277.486200310545
98674,12805.889839994248
93447,29330.15611681218
84951,19528.52613796793
91953,11032.003515372144
102101,8273.382991545192
92604,30208.123745421308
89010,9806.069159875635
102729,9804.897816337269
88024,10381.212411098622
104367,11598.712980933251
101230,11017.141424148173
82524,20343.405042966893
