carID,price
89856,8818.170987826341
106581,24494.760419919832
80886,14302.177359023282
100174,16512.213766497534
81376,24764.29964513711
85391,10605.750573111245
82175,14638.748003414485
95250,15860.34334859355
85071,4651.3672167377845
96210,17780.13615210853
80317,28079.054979145134
92731,20460.511162289014
107704,11045.658281522828
98302,7417.806582766498
107055,22827.186673276305
94621,41862.6479068217
91709,19658.605321234685
98193,47822.991326545554
76189,17980.759971623545
86871,13789.403805365064
102917,6592.067611299915
90923,28042.59996108574
101603,11050.740085738651
94196,20615.17262198762
85174,15732.142171193687
103370,12504.020136454876
107877,16563.426453487093
79567,14645.322563095064
90091,9249.712842640283
76169,13132.401972963698
98708,10762.938474132052
107347,21923.56133617381
89583,9518.781778474826
101591,11635.467764130663
92160,17476.663220032286
99676,11645.983414810644
85354,17656.303785678017
81900,11701.617469114979
80345,21304.019456312948
78509,32470.307692389488
100872,8494.360815082819
95087,28361.75864263927
86027,16549.17348604204
89135,14449.255058866684
80557,26868.950911643635
108092,20960.22451516906
102672,16434.832283959175
83022,8000.970843246774
78398,20223.194617728313
95889,29613.36646864723
81117,47477.57365937569
93730,19007.074769503462
101380,9430.13286204184
81772,27041.18478484028
85304,10909.47623259741
86107,6053.279894482572
88696,16213.068668701417
104350,19814.777163855357
87331,12644.176679154907
85206,15721.368221931887
107445,23132.575593258516
106539,29256.8491155054
98712,22063.268141965324
96875,13114.705523387218
108464,22305.465517917655
99890,7900.153014156203
87771,17669.826663775017
79442,20969.910815250605
84170,10784.86132658521
103045,15226.193057154933
101544,3945.1044217076733
77350,10674.839544932942
89225,14565.672180974068
79565,54589.66088264783
82849,10608.279613508472
94360,21414.013849631545
103040,6604.817927651926
105101,44474.72732783404
97077,11625.486256724213
98674,12692.417731505218
93447,29395.82021547094
84951,19876.33726285069
91953,10473.741963310427
102101,8144.317074627832
92604,31633.005303870355
89010,9456.43487642997
102729,9492.49840344291
88024,10549.262195549743
104367,11418.504431805206
101230,10960.642633667547
82524,19997.63681801166
95279,48835.0902913133
106098,12369.100723567472
89749,8427.239064919962
101277,6398.904276938691
108016,26922.943684189046
81259,24117.943068160122
97434,20689.108428227453
105289,35250.448953700004
103379,9874.99707907893
78317,31473.71360355342
104166,20122.71638978744
106660,31895.93928591488
107490,11696.250903670601
90684,14054.750565461703
90032,6683.586312986487
79481,19553.205658032937
102524,9171.106069062012
100778,16688.868042194692
